UiD,num_pot,genotype,soil,treatment,id,num_leaf,tray,experiment,region,north_LatY,west_LongX,country,dw_g,dw_mg
1239,63,Zm523,Sutton Bonington,50%FC,63,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0117,11.7
1189,53,Matuba,Sutton Bonington,20%FC,53,L4,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0955,95.5
1240,63,Zm523,Sutton Bonington,50%FC,63,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0409,40.9
1185,52,Matuba,Sutton Bonington,50%FC,52,Stem,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.1377,137.7
1241,63,Zm523,Sutton Bonington,50%FC,63,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0858,85.8
1243,63,Zm523,Sutton Bonington,50%FC,63,L5,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0501,50.1
1242,63,Zm523,Sutton Bonington,50%FC,63,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.1082,108.2
1191,53,Matuba,Sutton Bonington,20%FC,53,Stem,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.1633,163.3
1186,53,Matuba,Sutton Bonington,20%FC,53,L1,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.005,5
1190,53,Matuba,Sutton Bonington,20%FC,53,L5,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0281,28.1
1188,53,Matuba,Sutton Bonington,20%FC,53,L3,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0722,72.2
1187,53,Matuba,Sutton Bonington,20%FC,53,L2,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0239,23.9
880,4,CVSt,Tarrafal,50%FC,4,L4,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0801,80.1
1209,56,Matuba,Sutton Bonington,20%FC,56,L5,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0049,4.9
1037,28,Zm523,Sao Domingos,50%FC,28,L5,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0965,96.5
1260,66,Zm523,Sutton Bonington,20%FC,66,L3,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0748,74.8
894,6,Matuba,Tarrafal,50%FC,6,L5,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.037,37
1206,56,Matuba,Sutton Bonington,20%FC,56,L2,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.02,20
1120,40,CVSt,Sutton Bonington,20%FC,40,L5,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.046,46
1258,66,Zm523,Sutton Bonington,20%FC,66,L1,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0054,5.4
1259,66,Zm523,Sutton Bonington,20%FC,66,L2,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0316,31.6
1263,66,Zm523,Sutton Bonington,20%FC,66,Stem,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.1601,160.1
1262,66,Zm523,Sutton Bonington,20%FC,66,L5,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0431,43.1
890,6,Matuba,Tarrafal,50%FC,6,L1,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0074,7.4
881,4,CVSt,Tarrafal,50%FC,4,L5,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0381,38.1
879,4,CVSt,Tarrafal,50%FC,4,L3,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0905,90.5
1160,48,Matuba,Sutton Bonington,50%FC,48,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0087,8.7
1161,48,Matuba,Sutton Bonington,50%FC,48,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0381,38.1
1162,48,Matuba,Sutton Bonington,50%FC,48,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0832,83.2
1163,48,Matuba,Sutton Bonington,50%FC,48,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.1055,105.5
865,2,CVSt,Tarrafal,50%FC,2,L1,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0146,14.6
866,2,CVSt,Tarrafal,50%FC,2,L2,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0492,49.2
867,2,CVSt,Tarrafal,50%FC,2,L3,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1157,115.7
868,2,CVSt,Tarrafal,50%FC,2,L4,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1155,115.5
870,2,CVSt,Tarrafal,50%FC,2,Stem,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2171,217.1
1164,48,Matuba,Sutton Bonington,50%FC,48,L5,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.042,42
1165,48,Matuba,Sutton Bonington,50%FC,48,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.2096,209.6
869,2,CVSt,Tarrafal,50%FC,2,L5,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0408,40.8
1245,64,Zm523,Sutton Bonington,50%FC,64,L1,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0106,10.6
1247,64,Zm523,Sutton Bonington,50%FC,64,L3,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0818,81.8
1248,64,Zm523,Sutton Bonington,50%FC,64,L4,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.1201,120.1
1249,64,Zm523,Sutton Bonington,50%FC,64,L5,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0554,55.4
1251,64,Zm523,Sutton Bonington,50%FC,64,Stem,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.1987,198.7
1172,50,Matuba,Sutton Bonington,50%FC,50,L1,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0059,5.9
1173,50,Matuba,Sutton Bonington,50%FC,50,L2,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0282,28.2
1174,50,Matuba,Sutton Bonington,50%FC,50,L3,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0717,71.7
1175,50,Matuba,Sutton Bonington,50%FC,50,L4,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.1144,114.4
1176,50,Matuba,Sutton Bonington,50%FC,50,L5,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.066,66
1178,50,Matuba,Sutton Bonington,50%FC,50,Stem,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.206,206
1119,40,CVSt,Sutton Bonington,20%FC,40,L4,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.093,93
945,15,B73,Tarrafal,50%FC,15,L2,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0127,12.7
946,15,B73,Tarrafal,50%FC,15,L3,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0352,35.2
949,15,B73,Tarrafal,50%FC,15,Stem,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0965,96.5
948,15,B73,Tarrafal,50%FC,15,L5,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0247,24.7
920,11,Zm523,Tarrafal,50%FC,11,L1,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0093,9.3
1075,34,CVSt,Sutton Bonington,50%FC,34,L2,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0586,58.6
921,11,Zm523,Tarrafal,50%FC,11,L2,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0363,36.3
922,11,Zm523,Tarrafal,50%FC,11,L3,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0736,73.6
947,15,B73,Tarrafal,50%FC,15,L4,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0648,64.8
923,11,Zm523,Tarrafal,50%FC,11,L4,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0899,89.9
924,11,Zm523,Tarrafal,50%FC,11,L5,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0497,49.7
925,11,Zm523,Tarrafal,50%FC,11,Stem,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1878,187.8
1116,40,CVSt,Sutton Bonington,20%FC,40,L1,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0141,14.1
944,15,B73,Tarrafal,50%FC,15,L1,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0022,2.2
1076,34,CVSt,Sutton Bonington,50%FC,34,L3,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0951,95.1
1077,34,CVSt,Sutton Bonington,50%FC,34,L4,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0942,94.2
1078,34,CVSt,Sutton Bonington,50%FC,34,L5,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0388,38.8
1080,34,CVSt,Sutton Bonington,50%FC,34,Stem,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.1747,174.7
1118,40,CVSt,Sutton Bonington,20%FC,40,L3,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0754,75.4
1079,34,CVSt,Sutton Bonington,50%FC,34,L6,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0027,2.7
1074,34,CVSt,Sutton Bonington,50%FC,34,L1,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0182,18.2
1177,50,Matuba,Sutton Bonington,50%FC,50,L6,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0094,9.4
1246,64,Zm523,Sutton Bonington,50%FC,64,L2,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0359,35.9
1250,64,Zm523,Sutton Bonington,50%FC,64,L6,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0166,16.6
1117,40,CVSt,Sutton Bonington,20%FC,40,L2,6,3,Sutton Bonington,52.833265,-1.24906,UK,0.0416,41.6
926,12,Zm523,Tarrafal,50%FC,12,L1,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0087,8.7
927,12,Zm523,Tarrafal,50%FC,12,L2,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0349,34.9
928,12,Zm523,Tarrafal,50%FC,12,L3,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0899,89.9
929,12,Zm523,Tarrafal,50%FC,12,L4,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1058,105.8
930,12,Zm523,Tarrafal,50%FC,12,L5,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0348,34.8
902,8,Matuba,Tarrafal,50%FC,8,L1,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0075,7.5
903,8,Matuba,Tarrafal,50%FC,8,L2,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0255,25.5
931,12,Zm523,Tarrafal,50%FC,12,Stem,7,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2445,244.5
904,8,Matuba,Tarrafal,50%FC,8,L3,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1001,100.1
1038,28,Zm523,Sao Domingos,50%FC,28,L6,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0136,13.6
896,7,Matuba,Tarrafal,50%FC,7,L1,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0103,10.3
883,5,CVSt,Tarrafal,50%FC,5,L1,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0245,24.5
897,7,Matuba,Tarrafal,50%FC,7,L2,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.036,36
1205,56,Matuba,Sutton Bonington,20%FC,56,L1,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0059,5.9
886,5,CVSt,Tarrafal,50%FC,5,L4,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1411,141.1
905,8,Matuba,Tarrafal,50%FC,8,L4,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.135,135
887,5,CVSt,Tarrafal,50%FC,5,L5,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0995,99.5
906,8,Matuba,Tarrafal,50%FC,8,L5,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0751,75.1
888,5,CVSt,Tarrafal,50%FC,5,L6,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0309,30.9
889,5,CVSt,Tarrafal,50%FC,5,Stem,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2434,243.4
885,5,CVSt,Tarrafal,50%FC,5,L3,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1146,114.6
884,5,CVSt,Tarrafal,50%FC,5,L2,2,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0555,55.5
898,7,Matuba,Tarrafal,50%FC,7,L3,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0842,84.2
907,8,Matuba,Tarrafal,50%FC,8,Stem,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.3299,329.9
932,13,Zm523,Tarrafal,50%FC,13,L1,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0104,10.4
937,13,Zm523,Tarrafal,50%FC,13,Stem,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2186,218.6
1265,67,Zm523,Sutton Bonington,20%FC,67,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0287,28.7
899,7,Matuba,Tarrafal,50%FC,7,L4,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0874,87.4
1266,67,Zm523,Sutton Bonington,20%FC,67,L3,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0593,59.3
900,7,Matuba,Tarrafal,50%FC,7,L5,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0462,46.2
933,13,Zm523,Tarrafal,50%FC,13,L2,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0343,34.3
901,7,Matuba,Tarrafal,50%FC,7,Stem,8,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2448,244.8
935,13,Zm523,Tarrafal,50%FC,13,L4,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0779,77.9
1264,67,Zm523,Sutton Bonington,20%FC,67,L1,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0101,10.1
934,13,Zm523,Tarrafal,50%FC,13,L3,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0763,76.3
936,13,Zm523,Tarrafal,50%FC,13,L5,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0064,6.4
1269,67,Zm523,Sutton Bonington,20%FC,67,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.1008,100.8
1267,67,Zm523,Sutton Bonington,20%FC,67,L4,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0689,68.9
1268,67,Zm523,Sutton Bonington,20%FC,67,L5,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0415,41.5
1034,28,Zm523,Sao Domingos,50%FC,28,L2,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0611,61.1
1035,28,Zm523,Sao Domingos,50%FC,28,L3,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1516,151.6
1033,28,Zm523,Sao Domingos,50%FC,28,L1,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.018,18
957,17,CVSt,Sao Domingos,50%FC,17,L2,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0653,65.3
956,17,CVSt,Sao Domingos,50%FC,17,L1,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0227,22.7
958,17,CVSt,Sao Domingos,50%FC,17,L3,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1503,150.3
960,17,CVSt,Sao Domingos,50%FC,17,L5,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1397,139.7
959,17,CVSt,Sao Domingos,50%FC,17,L4,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1758,175.8
962,17,CVSt,Sao Domingos,50%FC,17,Stem,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3321,332.1
1257,65,Zm523,Sutton Bonington,50%FC,65,Stem,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.1397,139.7
961,17,CVSt,Sao Domingos,50%FC,17,L6,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.036,36
1255,65,Zm523,Sutton Bonington,50%FC,65,L4,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0898,89.8
1252,65,Zm523,Sutton Bonington,50%FC,65,L1,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0128,12.8
1253,65,Zm523,Sutton Bonington,50%FC,65,L2,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0577,57.7
1254,65,Zm523,Sutton Bonington,50%FC,65,L3,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0928,92.8
910,9,Matuba,Tarrafal,50%FC,9,L3,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0722,72.2
908,9,Matuba,Tarrafal,50%FC,9,L1,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0064,6.4
909,9,Matuba,Tarrafal,50%FC,9,L2,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0266,26.6
912,9,Matuba,Tarrafal,50%FC,9,L5,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0484,48.4
913,9,Matuba,Tarrafal,50%FC,9,Stem,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1855,185.5
911,9,Matuba,Tarrafal,50%FC,9,L4,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1075,107.5
1256,65,Zm523,Sutton Bonington,50%FC,65,L5,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0474,47.4
